['-0.01', '+0.94', '-0.44', '-0.05', '+0.01', '+0.06', '+0.00', '+0.00']
['+0.00', '+0.03', '+0.08', '-0.16', '+0.05', '+0.02', '+0.00', '+0.00']
['+0.01', '-0.00', '+0.04', '+0.01', '-0.04', '-0.11', '+1.00', '+1.00']
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.98', '-0.18', '+0.36', '-0.00', '-0.07', '+0.00', '+0.00']
['-0.05', '+1.00', '-0.18', '-0.18', '-0.08', '-0.07', '+0.00', '+0.00']
['-0.08', '+0.86', '-0.18', '-0.71', '-0.14', '-0.06', '+0.00', '+0.00']
['-0.11', '+0.62', '-0.07', '-0.70', '-0.17', '+0.00', '+0.00', '+0.00']
['-0.11', '+0.44', '+0.05', '-0.53', '-0.13', '+0.06', '+0.00', '+0.00']
['-0.09', '+0.30', '+0.18', '-0.39', '-0.05', '+0.10', '+0.00', '+0.00']
['-0.04', '+0.20', '+0.19', '-0.29', '+0.05', '+0.08', '+0.00', '+0.00']
['-0.01', '+0.12', '+0.14', '-0.23', '+0.11', '+0.04', '+0.00', '+0.00']
['+0.02', '+0.06', '+0.07', '-0.18', '+0.12', '-0.00', '+0.00', '+0.00']
['+0.02', '+0.01', '+0.01', '-0.14', '+0.10', '-0.02', '+0.00', '+0.00']
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '+0.98', '+0.03', '-0.13', '+0.02', '+0.02', '+0.00', '+0.00']
['+0.01', '+0.85', '+0.03', '-0.67', '+0.03', '+0.02', '+0.00', '+0.00']
['+0.02', '+0.61', '+0.06', '-0.77', '+0.05', '+0.04', '+0.00', '+0.00']
['+0.03', '+0.42', '-0.02', '-0.53', '+0.06', '-0.03', '+0.00', '+0.00']
['+0.03', '+0.27', '-0.05', '-0.40', '+0.04', '-0.03', '+0.00', '+0.00']
['+0.01', '+0.17', '-0.09', '-0.29', '+0.01', '-0.05', '+0.00', '+0.00']
['-0.01', '+0.09', '-0.10', '-0.23', '-0.04', '-0.04', '+0.00', '+0.00']
['-0.03', '+0.04', '-0.05', '-0.16', '-0.07', '-0.02', '+0.00', '+0.00']
['-0.03', '-0.00', '-0.02', '-0.12', '+0.01', '+0.50', '+1.00', '+1.00']
['-0.03', '-0.00', '-0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.09', '+0.86', '-0.55', '-0.53', '-0.05', '-0.18', '+0.00', '+0.00']
['-0.20', '+0.65', '-0.50', '-0.73', '-0.20', '-0.13', '+0.00', '+0.00']
['-0.28', '+0.47', '-0.27', '-0.49', '-0.29', '-0.06', '+0.00', '+0.00']
['-0.31', '+0.35', '+0.00', '-0.33', '-0.30', '+0.06', '+0.00', '+0.00']
['-0.28', '+0.27', '+0.24', '-0.26', '-0.19', '+0.13', '+0.00', '+0.00']
['-0.22', '+0.20', '+0.33', '-0.22', '-0.05', '+0.14', '+0.00', '+0.00']
['-0.15', '+0.14', '+0.32', '-0.20', '+0.08', '+0.09', '+0.00', '+0.00']
['-0.09', '+0.09', '+0.24', '-0.17', '+0.15', '+0.04', '+0.00', '+0.00']
['-0.05', '+0.05', '+0.14', '-0.14', '+0.16', '-0.02', '+0.00', '+0.00']
['-0.04', '+0.01', '+0.02', '-0.11', '+0.13', '-0.05', '+0.00', '+0.00']
['-0.04', '-0.00', '+0.00', '+0.01', '-0.01', '+0.04', '+1.00', '+1.00']
['-0.04', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.04', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.04', '+0.98', '+0.34', '+0.14', '+0.02', '+0.15', '+0.00', '+0.00']
['+0.11', '+0.94', '+0.34', '-0.40', '+0.16', '+0.13', '+0.00', '+0.00']
['+0.17', '+0.74', '+0.28', '-0.81', '+0.27', '+0.06', '+0.00', '+0.00']
['+0.20', '+0.53', '-0.02', '-0.57', '+0.26', '-0.06', '+0.00', '+0.00']
['+0.17', '+0.38', '-0.18', '-0.45', '+0.16', '-0.10', '+0.00', '+0.00']
['+0.13', '+0.27', '-0.27', '-0.33', '+0.04', '-0.13', '+0.00', '+0.00']
['+0.07', '+0.18', '-0.28', '-0.27', '-0.09', '-0.11', '+0.00', '+0.00']
['+0.02', '+0.10', '-0.19', '-0.21', '-0.16', '-0.03', '+0.00', '+0.00']
['-0.01', '+0.04', '-0.05', '-0.15', '-0.16', '+0.02', '+0.00', '+0.00']
['-0.01', '+0.00', '+0.01', '-0.12', '-0.06', '+0.44', '+1.00', '+0.00']
['-0.01', '-0.00', '+0.01', '+0.01', '+0.00', '-0.05', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '+0.94', '+0.10', '-0.15', '+0.02', '+0.04', '+0.00', '+0.00']
['+0.03', '+0.81', '+0.10', '-0.68', '+0.06', '+0.04', '+0.00', '+0.00']
['+0.05', '+0.58', '+0.05', '-0.72', '+0.09', '-0.00', '+0.00', '+0.00']
['+0.05', '+0.40', '-0.04', '-0.49', '+0.08', '-0.03', '+0.00', '+0.00']
['+0.04', '+0.27', '-0.12', '-0.35', '+0.03', '-0.07', '+0.00', '+0.00']
['+0.01', '+0.17', '-0.10', '-0.29', '-0.03', '-0.04', '+0.00', '+0.00']
['-0.01', '+0.09', '-0.08', '-0.21', '-0.07', '-0.02', '+0.00', '+0.00']
['-0.02', '+0.04', '-0.01', '-0.15', '-0.07', '+0.02', '+0.00', '+0.00']
['-0.01', '-0.00', '+0.02', '-0.10', '+0.02', '+0.39', '+1.00', '+1.00']
['-0.01', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.05', '+0.92', '+0.23', '-0.31', '+0.06', '+0.10', '+0.00', '+0.00']
['+0.09', '+0.75', '+0.23', '-0.83', '+0.15', '+0.07', '+0.00', '+0.00']
['+0.12', '+0.53', '+0.04', '-0.63', '+0.17', '-0.02', '+0.00', '+0.00']
['+0.11', '+0.37', '-0.11', '-0.45', '+0.12', '-0.07', '+0.00', '+0.00']
['+0.08', '+0.25', '-0.14', '-0.33', '+0.05', '-0.07', '+0.00', '+0.00']
['+0.05', '+0.16', '-0.14', '-0.28', '-0.02', '-0.06', '+0.00', '+0.00']
['+0.03', '+0.09', '-0.04', '-0.22', '-0.05', '+0.00', '+0.00', '+0.00']
['+0.02', '+0.04', '-0.00', '-0.13', '-0.04', '+0.02', '+0.00', '+0.00']
['+0.02', '+0.00', '+0.01', '-0.12', '-0.02', '+0.02', '+0.00', '+0.00']
['+0.03', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.07', '+0.74', '+0.38', '-0.88', '+0.09', '+0.17', '+0.00', '+0.00']
['+0.13', '+0.52', '+0.16', '-0.59', '+0.19', '+0.04', '+0.00', '+0.00']
['+0.15', '+0.37', '-0.01', '-0.42', '+0.19', '-0.05', '+0.00', '+0.00']
['+0.13', '+0.26', '-0.18', '-0.33', '+0.11', '-0.10', '+0.00', '+0.00']
['+0.08', '+0.17', '-0.21', '-0.26', '+0.01', '-0.07', '+0.00', '+0.00']
['+0.04', '+0.10', '-0.18', '-0.21', '-0.07', '-0.05', '+0.00', '+0.00']
['+0.01', '+0.04', '-0.12', '-0.15', '-0.11', '-0.03', '+0.00', '+0.00']
['-0.01', '+0.00', '-0.09', '-0.11', '-0.06', '+0.41', '+1.00', '+0.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.08', '+0.83', '-0.45', '-0.65', '-0.09', '-0.16', '+0.00', '+0.00']
['-0.17', '+0.60', '-0.32', '-0.65', '-0.22', '-0.11', '+0.00', '+0.00']
['-0.20', '+0.43', '-0.07', '-0.50', '-0.26', '+0.03', '+0.00', '+0.00']
['-0.19', '+0.31', '+0.16', '-0.37', '-0.18', '+0.12', '+0.00', '+0.00']
['-0.14', '+0.22', '+0.25', '-0.28', '-0.06', '+0.11', '+0.00', '+0.00']
['-0.09', '+0.14', '+0.26', '-0.20', '+0.04', '+0.11', '+0.00', '+0.00']
['-0.05', '+0.08', '+0.17', '-0.18', '+0.11', '+0.04', '+0.00', '+0.00']
['-0.02', '+0.03', '+0.11', '-0.16', '+0.13', '-0.00', '+0.00', '+0.00']
['-0.00', '-0.00', '+0.05', '-0.04', '-0.04', '-0.12', '+1.00', '+1.00']
['-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '+0.94', '-0.40', '+0.02', '+0.01', '+0.03', '+0.00', '+0.00']
['-0.09', '+0.87', '-0.35', '-0.51', '-0.12', '-0.16', '+0.00', '+0.00']
['-0.16', '+0.65', '-0.32', '-0.74', '-0.24', '-0.09', '+0.00', '+0.00']
['-0.19', '+0.47', '-0.03', '-0.50', '-0.26', '+0.06', '+0.00', '+0.00']
['-0.17', '+0.34', '+0.20', '-0.39', '-0.16', '+0.12', '+0.00', '+0.00']
['-0.11', '+0.24', '+0.29', '-0.29', '-0.01', '+0.14', '+0.00', '+0.00']
['-0.06', '+0.16', '+0.23', '-0.26', '+0.09', '+0.06', '+0.00', '+0.00']
['-0.02', '+0.09', '+0.13', '-0.24', '+0.12', '+0.01', '+0.00', '+0.00']
['-0.01', '+0.03', '-0.01', '-0.14', '+0.10', '-0.04', '+0.00', '+0.00']
['-0.02', '-0.00', '-0.07', '-0.05', '-0.02', '-0.19', '+1.00', '+1.00']
['-0.03', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.00', '+0.95', '+0.04', '+0.15', '-0.00', '-0.01', '+0.00', '+0.00']
['+0.01', '+0.91', '+0.04', '-0.39', '+0.01', '+0.02', '+0.00', '+0.00']
['+0.02', '+0.71', '+0.03', '-0.82', '+0.03', '+0.01', '+0.00', '+0.00']
['+0.01', '+0.49', '-0.08', '-0.62', '+0.02', '-0.06', '+0.00', '+0.00']
['-0.01', '+0.32', '-0.13', '-0.48', '-0.05', '-0.07', '+0.00', '+0.00']
['-0.04', '+0.21', '-0.11', '-0.32', '-0.10', '-0.02', '+0.00', '+0.00']
['-0.05', '+0.13', '+0.05', '-0.25', '-0.09', '+0.05', '+0.00', '+0.00']
['-0.03', '+0.06', '+0.08', '-0.17', '-0.05', '+0.04', '+0.00', '+0.00']
['-0.02', '+0.02', '+0.08', '-0.12', '-0.01', '+0.02', '+0.00', '+0.00']
['-0.00', '-0.00', '+0.03', '+0.00', '+0.00', '-0.01', '+1.00', '+1.00']
['-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.08', '+0.86', '-0.64', '-0.60', '+0.01', '-0.20', '+0.00', '+0.00']
['-0.20', '+0.64', '-0.58', '-0.70', '-0.16', '-0.13', '+0.00', '+0.00']
['-0.30', '+0.47', '-0.36', '-0.45', '-0.27', '-0.09', '+0.00', '+0.00']
['-0.34', '+0.36', '-0.02', '-0.30', '-0.30', '+0.04', '+0.00', '+0.00']
['-0.32', '+0.28', '+0.22', '-0.25', '-0.22', '+0.13', '+0.00', '+0.00']
['-0.26', '+0.21', '+0.34', '-0.19', '-0.08', '+0.14', '+0.00', '+0.00']
['-0.19', '+0.16', '+0.34', '-0.18', '+0.05', '+0.13', '+0.00', '+0.00']
['-0.12', '+0.11', '+0.31', '-0.16', '+0.14', '+0.06', '+0.00', '+0.00']
['-0.08', '+0.06', '+0.17', '-0.14', '+0.17', '+0.01', '+0.00', '+0.00']
['-0.05', '+0.03', '+0.07', '-0.13', '+0.15', '-0.04', '+0.00', '+0.00']
['-0.05', '-0.00', '-0.02', '-0.02', '-0.03', '-0.06', '+1.00', '+1.00']
['-0.05', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.05', '+0.87', '-0.60', '-0.68', '+0.02', '-0.06', '+0.00', '+0.00']
['-0.16', '+0.63', '-0.48', '-0.72', '-0.14', '-0.15', '+0.00', '+0.00']
['-0.24', '+0.46', '-0.26', '-0.46', '-0.24', '-0.06', '+0.00', '+0.00']
['-0.27', '+0.34', '-0.01', '-0.34', '-0.26', '+0.04', '+0.00', '+0.00']
['-0.24', '+0.25', '+0.22', '-0.26', '-0.17', '+0.11', '+0.00', '+0.00']
['-0.18', '+0.18', '+0.31', '-0.19', '-0.04', '+0.13', '+0.00', '+0.00']
['-0.12', '+0.12', '+0.36', '-0.18', '+0.09', '+0.11', '+0.00', '+0.00']
['-0.05', '+0.07', '+0.29', '-0.15', '+0.18', '+0.05', '+0.00', '+0.00']
['-0.01', '+0.03', '+0.16', '-0.14', '+0.20', '+0.01', '+0.00', '+0.00']
['+0.01', '-0.00', '+0.05', '-0.02', '-0.04', '-0.07', '+1.00', '+1.00']
['+0.02', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '+0.93', '-0.65', '-0.21', '+0.02', '+0.07', '+0.00', '+0.00']
['-0.15', '+0.78', '-0.59', '-0.74', '-0.12', '-0.15', '+0.00', '+0.00']
['-0.25', '+0.57', '-0.43', '-0.59', '-0.24', '-0.10', '+0.00', '+0.00']
['-0.32', '+0.42', '-0.17', '-0.41', '-0.31', '-0.02', '+0.00', '+0.00']
['-0.32', '+0.32', '+0.08', '-0.30', '-0.28', '+0.09', '+0.00', '+0.00']
['-0.29', '+0.24', '+0.25', '-0.22', '-0.17', '+0.13', '+0.00', '+0.00']
['-0.22', '+0.19', '+0.32', '-0.19', '-0.03', '+0.12', '+0.00', '+0.00']
['-0.16', '+0.13', '+0.30', '-0.15', '+0.07', '+0.09', '+0.00', '+0.00']
['-0.11', '+0.09', '+0.25', '-0.13', '+0.13', '+0.04', '+0.00', '+0.00']
['-0.07', '+0.05', '+0.14', '-0.13', '+0.16', '+0.01', '+0.00', '+0.00']
['-0.05', '+0.01', '+0.03', '-0.12', '+0.12', '-0.04', '+0.00', '+0.00']
['-0.05', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.08', '+0.95', '-0.60', '-0.12', '-0.02', '-0.19', '+0.00', '+0.00']
['-0.21', '+0.83', '-0.61', '-0.65', '-0.18', '-0.12', '+0.00', '+0.00']
['-0.31', '+0.61', '-0.37', '-0.62', '-0.27', '-0.07', '+0.00', '+0.00']
['-0.35', '+0.46', '-0.06', '-0.40', '-0.31', '+0.03', '+0.00', '+0.00']
['-0.33', '+0.36', '+0.20', '-0.30', '-0.24', '+0.13', '+0.00', '+0.00']
['-0.28', '+0.28', '+0.30', '-0.25', '-0.11', '+0.13', '+0.00', '+0.00']
['-0.21', '+0.21', '+0.34', '-0.20', '+0.01', '+0.13', '+0.00', '+0.00']
['-0.15', '+0.15', '+0.29', '-0.18', '+0.11', '+0.07', '+0.00', '+0.00']
['-0.10', '+0.10', '+0.18', '-0.15', '+0.14', '-0.00', '+0.00', '+0.00']
['-0.07', '+0.05', '+0.15', '-0.14', '+0.14', '-0.01', '+0.00', '+0.00']
['-0.06', '+0.02', '+0.03', '-0.12', '+0.11', '-0.04', '+0.00', '+0.00']
['-0.06', '-0.00', '+0.01', '+0.04', '-0.03', '+0.12', '+1.00', '+1.00']
['-0.05', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.05', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '+0.91', '+0.29', '-0.42', '-0.00', '+0.06', '+0.00', '+0.00']
['+0.07', '+0.71', '+0.28', '-0.83', '+0.12', '+0.11', '+0.00', '+0.00']
['+0.11', '+0.50', '+0.14', '-0.59', '+0.19', '+0.02', '+0.00', '+0.00']
['+0.13', '+0.35', '+0.03', '-0.42', '+0.18', '-0.04', '+0.00', '+0.00']
['+0.12', '+0.24', '-0.11', '-0.30', '+0.12', '-0.08', '+0.00', '+0.00']
['+0.09', '+0.16', '-0.21', '-0.26', '+0.03', '-0.11', '+0.00', '+0.00']
['+0.04', '+0.09', '-0.23', '-0.21', '-0.08', '-0.07', '+0.00', '+0.00']
['-0.00', '+0.04', '-0.17', '-0.15', '-0.13', '-0.05', '+0.00', '+0.00']
['-0.02', '-0.00', '-0.09', '-0.13', '+0.00', '+0.52', '+0.00', '+0.00']
['-0.03', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.00', '+1.01', '-0.00', '-0.01', '+0.00', '+0.00', '+0.00', '+0.00']
['-0.00', '+0.92', '-0.00', '-0.55', '+0.00', '+0.00', '+0.00', '+0.00']
['-0.00', '+0.69', '-0.02', '-0.86', '-0.01', '-0.02', '+0.00', '+0.00']
['-0.00', '+0.47', '+0.02', '-0.62', '+0.00', '+0.01', '+0.00', '+0.00']
['-0.00', '+0.31', '-0.00', '-0.45', '-0.00', '-0.01', '+0.00', '+0.00']
['-0.00', '+0.20', '-0.02', '-0.33', '-0.01', '-0.03', '+0.00', '+0.00']
['-0.01', '+0.11', '-0.03', '-0.24', '-0.03', '-0.03', '+0.00', '+0.00']
['-0.01', '+0.05', '-0.03', '-0.16', '-0.04', '-0.00', '+0.00', '+0.00']
['-0.02', '+0.01', '-0.04', '-0.12', '-0.05', '-0.02', '+0.00', '+0.00']
['-0.03', '-0.00', '-0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.09', '+0.90', '-0.56', '-0.35', '-0.05', '-0.18', '+0.00', '+0.00']
['-0.21', '+0.72', '-0.55', '-0.76', '-0.20', '-0.14', '+0.00', '+0.00']
['-0.30', '+0.52', '-0.31', '-0.59', '-0.28', '-0.05', '+0.00', '+0.00']
['-0.32', '+0.39', '+0.10', '-0.35', '-0.27', '+0.08', '+0.00', '+0.00']
['-0.27', '+0.30', '+0.33', '-0.28', '-0.13', '+0.16', '+0.00', '+0.00']
['-0.19', '+0.22', '+0.39', '-0.24', '+0.04', '+0.15', '+0.00', '+0.00']
['-0.11', '+0.15', '+0.30', '-0.23', '+0.15', '+0.06', '+0.00', '+0.00']
['-0.07', '+0.09', '+0.14', '-0.19', '+0.17', '-0.02', '+0.00', '+0.00']
['-0.05', '+0.04', '+0.00', '-0.13', '+0.13', '-0.07', '+0.00', '+0.00']
['-0.07', '+0.00', '-0.04', '-0.08', '+0.05', '-0.04', '+0.00', '+0.00']
['-0.07', '-0.00', '-0.01', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.07', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.07', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.05', '+0.94', '-0.32', '-0.21', '-0.06', '-0.14', '+0.00', '+0.00']
['-0.12', '+0.79', '-0.33', '-0.74', '-0.19', '-0.12', '+0.00', '+0.00']
['-0.16', '+0.57', '-0.07', '-0.64', '-0.24', '+0.03', '+0.00', '+0.00']
['-0.16', '+0.41', '+0.07', '-0.48', '-0.18', '+0.07', '+0.00', '+0.00']
['-0.13', '+0.29', '+0.19', '-0.34', '-0.10', '+0.11', '+0.00', '+0.00']
['-0.09', '+0.20', '+0.21', '-0.26', '-0.00', '+0.08', '+0.00', '+0.00']
['-0.05', '+0.12', '+0.21', '-0.24', '+0.08', '+0.06', '+0.00', '+0.00']
['-0.02', '+0.06', '+0.07', '-0.17', '+0.10', '-0.02', '+0.00', '+0.00']
['-0.02', '+0.02', '-0.06', '-0.15', '+0.05', '-0.08', '+0.00', '+0.00']
['-0.04', '-0.00', '-0.03', '+0.01', '+0.00', '+0.03', '+1.00', '+1.00']
['-0.04', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.04', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.06', '+0.86', '-0.50', '-0.63', '-0.02', '-0.19', '+0.00', '+0.00']
['-0.16', '+0.63', '-0.39', '-0.69', '-0.17', '-0.11', '+0.00', '+0.00']
['-0.21', '+0.46', '-0.18', '-0.50', '-0.25', '-0.03', '+0.00', '+0.00']
['-0.22', '+0.33', '+0.07', '-0.37', '-0.22', '+0.07', '+0.00', '+0.00']
['-0.19', '+0.24', '+0.23', '-0.26', '-0.13', '+0.12', '+0.00', '+0.00']
['-0.13', '+0.17', '+0.29', '-0.20', '+0.01', '+0.13', '+0.00', '+0.00']
['-0.08', '+0.10', '+0.25', '-0.20', '+0.10', '+0.06', '+0.00', '+0.00']
['-0.04', '+0.05', '+0.14', '-0.14', '+0.13', '+0.02', '+0.00', '+0.00']
['-0.02', '+0.01', '+0.09', '-0.11', '+0.13', '-0.02', '+0.00', '+0.00']
['-0.01', '-0.00', '+0.01', '-0.00', '+0.01', '-0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '+0.01', '-0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.00', '+0.88', '+0.02', '-0.45', '-0.00', '-0.00', '+0.00', '+0.00']
['+0.01', '+0.67', '+0.04', '-0.81', '-0.00', '+0.02', '+0.00', '+0.00']
['+0.02', '+0.46', '+0.05', '-0.62', '+0.02', '+0.04', '+0.00', '+0.00']
['+0.03', '+0.30', '+0.07', '-0.42', '+0.05', '+0.03', '+0.00', '+0.00']
['+0.04', '+0.19', '+0.03', '-0.31', '+0.07', '-0.00', '+0.00', '+0.00']
['+0.03', '+0.11', '-0.04', '-0.21', '+0.05', '-0.01', '+0.00', '+0.00']
['+0.02', '+0.05', '-0.11', '-0.18', '+0.02', '-0.05', '+0.00', '+0.00']
['-0.00', '+0.01', '-0.13', '-0.12', '-0.04', '-0.05', '+0.00', '+0.00']
['-0.02', '-0.00', '-0.02', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.00', '+0.80', '+0.01', '-0.88', '-0.00', '-0.00', '+0.00', '+0.00']
['+0.00', '+0.55', '+0.02', '-0.73', '-0.01', '+0.02', '+0.00', '+0.00']
['+0.01', '+0.37', '+0.07', '-0.53', '+0.03', '+0.03', '+0.00', '+0.00']
['+0.03', '+0.24', '+0.08', '-0.35', '+0.06', '+0.03', '+0.00', '+0.00']
['+0.04', '+0.15', '+0.01', '-0.25', '+0.07', '-0.01', '+0.00', '+0.00']
['+0.04', '+0.08', '-0.00', '-0.17', '+0.06', '-0.01', '+0.00', '+0.00']
['+0.03', '+0.03', '-0.05', '-0.16', '+0.04', '-0.02', '+0.00', '+0.00']
['+0.02', '-0.00', '-0.08', '-0.05', '+0.00', '-0.05', '+1.00', '+1.00']
['+0.01', '-0.00', '-0.00', '-0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.01', '+0.91', '+0.38', '-0.62', '-0.01', '-0.06', '+0.00', '+0.00']
['+0.08', '+0.67', '+0.31', '-0.83', '+0.11', '+0.13', '+0.00', '+0.00']
['+0.12', '+0.47', '+0.17', '-0.54', '+0.19', '+0.05', '+0.00', '+0.00']
['+0.13', '+0.33', '-0.07', '-0.40', '+0.17', '-0.07', '+0.00', '+0.00']
['+0.11', '+0.22', '-0.14', '-0.33', '+0.09', '-0.07', '+0.00', '+0.00']
['+0.08', '+0.14', '-0.16', '-0.23', '+0.03', '-0.06', '+0.00', '+0.00']
['+0.06', '+0.08', '-0.09', '-0.19', '-0.01', '-0.01', '+0.00', '+0.00']
['+0.03', '+0.03', '-0.10', '-0.13', '-0.05', '-0.03', '+0.00', '+0.00']
['+0.01', '-0.00', '-0.09', '-0.08', '+0.04', '+0.26', '+1.00', '+1.00']
['+0.01', '+0.00', '-0.00', '+0.00', '+0.01', '-0.00', '+1.00', '+1.00']
['+0.01', '+0.00', '-0.00', '+0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.01', '+0.00', '+0.00', '+0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['-0.06', '+0.96', '-0.33', '-0.14', '-0.07', '-0.17', '+0.00', '+0.00']
['-0.13', '+0.83', '-0.34', '-0.67', '-0.21', '-0.11', '+0.00', '+0.00']
['-0.18', '+0.61', '-0.17', '-0.67', '-0.28', '+0.00', '+0.00', '+0.00']
['-0.19', '+0.44', '+0.08', '-0.49', '-0.23', '+0.08', '+0.00', '+0.00']
['-0.15', '+0.31', '+0.23', '-0.36', '-0.12', '+0.12', '+0.00', '+0.00']
['-0.10', '+0.22', '+0.27', '-0.28', '+0.01', '+0.11', '+0.00', '+0.00']
['-0.05', '+0.14', '+0.20', '-0.23', '+0.09', '+0.05', '+0.00', '+0.00']
['-0.01', '+0.08', '+0.18', '-0.22', '+0.14', '+0.03', '+0.00', '+0.00']
['+0.01', '+0.03', '+0.06', '-0.15', '+0.14', '-0.02', '+0.00', '+0.00']
['+0.02', '-0.01', '+0.02', '-0.02', '-0.04', '-0.05', '+1.00', '+1.00']
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
